DrugBank ID,Common name,Synonyms,cmpdname,canonicalsmiles,cid
DB17352,WT-1 A1,"L-leucine, l-tyrosyl-l-methionyl-l-phenylalanyl-l-prolyl-l-asparaginyl-l-alanyl-l-prolyl-l-tyrosyl- | Tyr-met-phe-pro-asn-ala-pro-tyr-leu",WT-1 A1,,
DB17353,WT-1 122 long,Ser-gly-gln-ala-tyr-met-phe-pro-asn-ala-pro-tyr-leu-pro-ser-cys-leu-glu-ser,WT-1 122 long,,
DB17354,WT-1 427 long,Arg-ser-asp-glu-leu-val-arg-his-his-asn-met-his-gln-arg-asn-met-thr-lys-leu,WT-1 427 long,,
DB17355,WT-1 331 long,Pro-gly-cys-asn-lys-arg-tyr-phe-lys-leu-ser-his-leu-gln-met-his-ser-arg-lys-his-thr-gly,WT-1 331 long,,
DB17356,OBI-999,Humanized Anti-Globo H Monoclonal Antibody Monomethyl Auristatin E Conjugate | OBI 999 | OBI999,OBI-999,,
DB17357,AMG 424,AMG-424 | AMG424 | Humanized Bi-Specific Xmab(R) T Cell Recruiting Antibody Construct Directed Against Cd3 And Cd38,AMG 424,,
DB17358,STM-217,Soluble receptor fused to part of an antibody that is designed to block the growth factor activin a | STM 217 | STM217,STM-217,,
DB17359,Ocaratuzumab,"Immunoglobulin G1, anti-(human B-lymphocyte antigen CD20 (B-lymphocyte surface antigen B1, Bp35, leukocyte surface antigen Leu-16, membrane-spanning 4-domains subfamily A member 1))",Ocaratuzumab,,
DB17360,TALL-104,Human major histocompatibility complex (MHC) non-restricted T-cell line 104 | TALL 104 | TALL104,TALL-104,,
DB17361,Autologous DNP-conjugated tumour vaccine,DNP-VACC | M Vax | M-Vax | MVax,Autologous DNP-conjugated tumour vaccine,,
DB17362,Obecabtagene autoleucel,Obe-cel,Obecabtagene autoleucel,,
DB17363,AMG-119,,AMG-119,,
DB17364,AUTO3,AUTO 3,AUTO3,,
DB17365,SynKIR-110,SynKIR-meso | SynKIR-meso CAR-T cells,SynKIR-110,,
DB17366,MB-102 CD123 CAR,,MB-102 CD123 CAR,,
DB17367,Gavocabtagene autoleucel,Gavo-cel,Gavocabtagene autoleucel,,
DB17368,LioCyx-M004,mRNA HBV/TCR T-cells,LioCyx-M004,,
DB17369,RR001,autologous human adipose perivascular stromal cells genetically modified to secrete soluble tumour necrosis factor-related apoptosis-inducing ligand,RR001,,
DB17370,TBX-3400,TBX 3400,TBX-3400,,
DB17371,P-BCMA-101,Autologous T-cells transfected with PiggyBac transposon plasmid vector expressing B-cell maturation antigen (CAR-T cells),P-BCMA-101,,
DB17372,Human Recombinant Bone Morphogenetic Protein 4,HRBMP4 | R-HBMP4 | RECOMBINANT HUMAN BONE MORPHOGENETIC PROTEIN 4,Human Recombinant Bone Morphogenetic Protein 4,,
DB17373,BB 21217,,BB 21217,,
DB17374,Tabituximab barzuxetan,,Tabituximab barzuxetan,,
DB17375,Ferritarg P,Yttrium (90Y) Antiferritin Polyclonal Antibodies,Ferritarg P,,
DB17376,Zanolimumab,"Humax-cd4 | IMMUNOGLOBULIN, ANTI-(HUMAN CD4 ANTIGEN) (HUMAN MONOCLONAL 6G5 HEAVY CHAIN), DISULPHIDE WITH HUMAN MONOCLONAL 6G5 LIGHT CHAIN, DIMER",Zanolimumab,,
DB17377,Bersanlimab,"Anti-icam-1 monoclonal antibody bi-505 | Immunoglobulin g1-lambda, anti-(homo sapiens icam1(intercellular adhesion molecule 1, icam-1, cd54)), human monoclonal antibody | Immunoglobulin g1, anti-(human intercellular adhesion molecule icam-1) (human monoclonal bi-505 .gamma.1-chain), disulfide with monoclonal bi-505 light-chain, dimer",Bersanlimab,,
DB17378,MVR-T3011,T3011,MVR-T3011,,
DB17379,(R)-Gossypol,"(-)-Gossypol | (r)-2,2'-bis(8-formyl-1,6,7-trihydroxy-5-isopropyl-3-methylnaphthalene) | Gossypol r-form | Gossypol, (r)- | Gossypol, r- | R-(-)-gossypol",(R)-Gossypol,,
DB17380,Saposin C,BXQ-350 | SAPOSIN C (NON-GLYCOSYLATED) | SAPOSIN C RECOMBINANT,Saposin C,,
DB17381,Nadofaragene firadenovec,"Instiladrin | Nadofaragene firadenovec | Nadofaragene firadenovec-vncg | RAD-IFN | RAD-IFN-2B | Replication-deficient adenovirus type 5 (ad5) vector encoding the human interferon alpha 2 (ifna2, interferon alpha-2b) gene under the control of the cytomegalovirus (cmv) immediate-early enhancer/promoter | SCH-209702/SCH-721015",Nadofaragene firadenovec,,
DB17382,AUM-601,AUM 601 | AUM601 | CHC 2014 | HL 5101 | NOV 1601,AUM-601,,
DB17383,FN-1501,"4-((7h-pyrrolo (2,3-d)pyrimidin-4-yl)amino)-n-(4-((4-methylpiperazin-1-yl)methyl)phenyl)-1h-pyrazole-3-carboxamide",FN-1501,,
DB17384,Tinengotinib,"4-(5-(2-Chlorophenyl)-3-Methyl-2,10-Dihydropyrazolo[4,3-B] Pyrido[4,3-E][1,4]Diazepin-8-Yl) Morpholine | 5-(2-chlorophenyl)-3-methyl-8-(morpholin-4-yl)-1,10-dihydropyrazolo[4,3-b]pyrido[4,3-e][1,4]diazepine | Pyrazolo(4,3-b)pyrido(4,3-e)(1,4)diazepine, 5-(2-chlorophenyl)-1,2-dihydro-3-methyl-8-(4-morpholinyl)-",Tinengotinib,,
DB17385,Lipotecan,"Lipothecan free base | Propanoic acid, 2-(((2,4,5,7-tetranitro-9h-fluoren-9-ylidene)amino)oxy)-, (4s)-10-((dimethylamino)methyl)-4-ethyl-3,4,12,14-tetrahydro-9-hydroxy-3,14-dioxo-1h-pyrano(3',4':6,7)indolizino(1,2-b)quinolin-4-yl ester",Lipotecan,,
DB17386,Xenon Xe-129,"Xenon xe-129m | Xenon-129m | Xenon, isotope of mass 129 | Xenon, isotope of mass 129m(8.88 d) | Xenon, xe-129m",Xenon Xe-129,,
DB17387,BR101801,"4-[[(1S)-1-(4,8-dichloro-1-oxo-2-phenylisoquinolin-3-yl)ethyl]amino]-8H-pyrido[2,3-d]pyrimidin-5-one",BR101801,,
DB17388,"4-{[(2R,3S,4R,5S)-4-(4-Chloro-2-Fluoro-Phenyl)-3-(3-Chloro-2-Fluoro-Phenyl)-4-Cyano-5-(2,2-Dimethyl-Propyl)-Pyrrolidine-2-Carbonyl]-Amino}-3-Methoxy-Benzoic Acid",,"4-{[(2R,3S,4R,5S)-4-(4-Chloro-2-Fluoro-Phenyl)-3-(3-Chloro-2-Fluoro-Phenyl)-4-Cyano-5-(2,2-Dimethyl-Propyl)-Pyrrolidine-2-Carbonyl]-Amino}-3-Methoxy-Benzoic Acid",,
DB17389,WTx-Bortezomib,,WTx-Bortezomib,,
DB17390,Vinblastine N-oxide,Vinblastine N-oxide,Vinblastine N-oxide,,
DB17391,Trastuzumab vedotin,,Trastuzumab vedotin,,
DB17392,DCLL-9718S,"DCLL 9718S | DCLL-9718S | DCLL9718S | THIOMAB antibody drug conjugate comprised of humanized IgG1 anti-C-type lectin-like molecule-1 monoclonal antibody and DNA alkylating cross-linking agent pyrrolo [2,1-c][1,4] benzodiazepine dimer",DCLL-9718S,,
DB17393,Vixtimotamab,Vixtimotamab,Vixtimotamab,,
DB17394,fb-PMT,"2-(4-(4-((1-(107- (4-(fluorophenyl)methoxy)-polyethyleneglycol36))-1H-1,2,3-triazol-4-yl)methoxy)-3,5- diiodophenoxy)-3,5-diiodophenyl)acetic acid | O,O'-Bis({4-[3,5-diiodo-4-(1-methylene-1,2,3-triazol-4-ylmethoxy)phenoxy]-3,5-diiodophenyl}acetic acid)polyethylene glycol | O,O′-Bis({4-[3,5-diiodo-4-(1-methylen-1,2,3-triazol-4-ylmethoxy)phenoxy]-3,5-diiodophenyl}acetic acid) polyethylene glycol",fb-PMT,,
DB17395,3D-185 free base,"Benzamide, N-(6-(2,6-dichloro-3,5-dimethoxyphenyl)-1H-pyrazolo(3,4-B)pyridin-3-yl)-4-(3,3-dimethyl-1-piperazinyl)-",3D-185 free base,,
DB17396,EQ101,BNZ-1 | BNZ132-1 | BNZ132-1-40 | EQ 101 | EQ-101 | EQ101,EQ101,,
DB17397,SurVaxM,SVN53-67/M57-KLH peptide vaccine,SurVaxM,,
DB17398,AVA-6000,"AVA-6000 (FAP-activated doxorubicin prodrug) | N-[(2R)-1-[(2S)-2-[(3-hydroxy-2-methyl-6-{[(3S)-3,5,12-trihydroxy-3-(2-hydroxyacetyl)-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl]oxy}oxan-4-yl)carbamoyl]pyrrolidin-1-yl]-1-oxopropan-2-yl]pyridine-4-carboxamide",AVA-6000,,
DB17399,JBI-802,"N-hydroxy-4-((4-((((1R,2S)-2-phenylcyclopropyl) amino)methyl)-1H-pyrazol-1-yl)methyl)benzamide hydrogen bromide",JBI-802,,
DB17400,Belagenpumatucel-L (NCI H-520),,Belagenpumatucel-L (NCI H-520),,
DB17401,Belagenpumatucel-L (RH 2),,Belagenpumatucel-L (RH 2),,
DB17402,Belagenpumatucel-L (SK-LU-1),,Belagenpumatucel-L (SK-LU-1),,
DB17403,Immucin,Synthetic Signal Peptide Of Human Mucin-1 (Amino Acids 1-21),Immucin,,
DB17404,AFM-13,Recombinant antibody construct against human CD30 and CD16A,AFM-13,,
DB17405,LuLym-T,Autologous Activated T Lymphocytes (ATL),LuLym-T,,
DB17406,PAT-SM6,Recombinant human monoclonal IgM antibody targeting glucose regulated protein 78,PAT-SM6,,
DB17407,MRG-003,,MRG-003,,
DB17408,Borocaptate,,Borocaptate,,
DB17409,KITE-585,,KITE-585,,
DB17410,Vodudeutentan,"BQ-788 free acid, di(methyl-d)- | D-norleucine, n-((cis-2,6-di(methyl-d)-1-piperidinyl)carbonyl)-4-methyl-l-leucyl-1-(methoxycarbonyl)-d-tryptophyl- | Vodudeutentan",Vodudeutentan,,
DB17411,TNG908,,TNG908,,
DB17412,Gemogenovatucel-T,FANG,Gemogenovatucel-T,,
DB17413,A166,Recombinant humanized IgG1 anti-HER2 monoclonal antibody conjugated to Duostatin-5,A166,,
DB17414,TK216,,TK216,,
DB17415,BS-001,OH2 injection | Recombinant Oncolytic Herpes Simplex Virus Type II (OH2) Therapeutic Injection (Vero Cell) for Human Use | rHSV2hGM-CSF,BS-001,,
DB17416,SCH-58500,SCH 58500 | SCH58500,SCH-58500,,
DB17417,AAV-AQP1,AAV AQP1 | AAV2hAQP1,AAV-AQP1,,
DB17418,Retinamidic acid,"Benzoic acid, 4-((15-oxoretin-15-yl)amino)- | N-4-carboxyphenylretinamide | Retinamide (rii) | Retinamide, n-(4-carboxyphenyl)- | Rii-retinamide",Retinamidic acid,,
DB17419,S-3APG,S-3-[3-amino-phthalimido]-glutarimide,S-3APG,,
DB17420,VXM01,VEGFR-2 DNA vaccine VXM01,VXM01,,
DB17421,Trotabresib,"1(2h)-isoquinolinone, 4-(2-(cyclopropylmethoxy)-5-(methylsulfonyl)phenyl)-2-methyl- | 4-(2-(cyclopropylmethoxy)-5-methylsulfonylphenyl)-2-methylisoquinolin-1-one | Bet inhibitor cc-90010",Trotabresib,,
DB17422,Ozuriftamab vedotin,Ba-302 conjugated to monomethyl auristatin e,Ozuriftamab vedotin,,
DB17423,DCP-001,Proliferation arrested myelomonocytic leukemic cell line-derived cells with a mature dendritic cell phenotype,DCP-001,,
DB17424,MVA-BN-brachyury-TRICOM vaccine,MVA-BN-Brachyury | MVA-BN-Brachyury Prime Vaccine,MVA-BN-brachyury-TRICOM vaccine,,
DB17425,BN‐Brachyury vaccine,,BN‐Brachyury vaccine,,
DB17426,Deoxynucleogene ancparvovec,Deoxynucleogen,Deoxynucleogene ancparvovec,,
DB17427,KAHR-102,,KAHR-102,,
DB17428,YK-4-279,"(S)-YK-4-279 | 4,7-dichloro-3-hydroxy-3-[2-(4-methoxyphenyl)-2-oxoethyl]-1H-indol-2-one | Efdispo",YK-4-279,,
DB17429,BI-1206,,BI-1206,,
DB17430,MT-0169,,MT-0169,,
DB17431,ERC-1671,,ERC-1671,,
DB17432,pM-81,Anti-AML/SCCL-trigger monoclonal antibody | Anti-CD15 monoclonal antibody PM-81 | MDX 11 | Monoclonal antibody PM-81,pM-81,,
DB17433,AML-2-23,,AML-2-23,,
DB17434,BSK02,,BSK02,,
DB17435,CypCaps,Cytochrome P450 isoform 2B1 gene transfected human embryonic kidney 293 cells encapsulated in polymeric cellulose sulphate,CypCaps,,
DB17436,DNP-Modified autologous tumor vaccine,"Autologous, DNP-Modified Ovarian Cancer Vaccine | Dinitrophenyl-Modified autologous tumor vaccine | O-Vax",DNP-Modified autologous tumor vaccine,,
DB17437,Myb34.5,Herpes simplex type 1 virus containing cellular B-myb gene as tumor-specific promoter | Myb 34.5 | Myb-34.5,Myb34.5,,
DB17438,EU204,EBV-induced natural T cell [EBViNT Cell] | EBViNT,EU204,,
DB17439,Allovectin-7,Allovectin | Allovectin-7(r),Allovectin-7,,
DB17440,D-3082-L,Human Papilloma Virus (HPV) Type 16 E6/e7 Synthetic Long Peptide (SLP) Vaccine Component D-3082-L | ISA101 component D-3082-L | ISA101B component D-3082-L,D-3082-L,,
DB17441,L-3972-T,Human Papilloma Virus (HPV) Type 16 E6/E7 Synthetic Long Peptide (SLP) Vaccine Component L-3972-T | ISA101B component L-3972-T,L-3972-T,,
DB17442,Mecbotamab vedotin,"IMMUNOGLOBULIN G1 (DE-450-LYSINE), ANTI-(HUMAN TYROSINE KINASE RECEPTOR AXL) (HUMAN-MUS MUSCULUS MONOCLONAL BA301 .GAMMA.1-CHAIN), DISULFIDE WITH HUMAN-MUS MUSCULUS MONOCLONAL BA301 .KAPPA.-CHAIN, DIMER, THIOETHER WITH N-(((4-((N-(6-(3-MERCAPTO-2,5-DIOXO",Mecbotamab vedotin,,
DB17443,BB-1701,Humanized IgG1kappa monoclonal antibody (anti-HER2 antibody) conjugated to eribulin,BB-1701,,
DB17444,F6-734,,F6-734,,
DB17445,Lym-1-I-131,Iodine I 131 Lym-1 Monoclonal Antibody | Monoclonal antibody LYM-1-I-131 | Murine MAb (Lym-1) and Iodine 131-I radiolabeled murine MAb (Lym-1) to human B-cell lymphoma | Oncolym,Lym-1-I-131,,
DB17446,Erfonrilimab,,Erfonrilimab,,
DB17447,Linvoseltamab,human IgG4-based anti-CD3 x anti-BCMA bispecific monoclonal antibody that binds to CD3 and BCMA,Linvoseltamab,,
DB17448,Tusamitamab ravtansine,Maytansin-loaded anti-ceacam5 mab,Tusamitamab ravtansine,,
DB17449,Anacaulase,Anacaulase-bcdb,Anacaulase,,
DB17450,Albumin-stabilized nanoparticle (130 nm),,Albumin-stabilized nanoparticle (130 nm),,
DB17451,Serplulimab,"Immunoglobulin g4 (228-proline), anti-(human programmed cell death protein 1) (human-mus musculus monoclonal hlx10 .gamma.4-chain), disulfide with human-mus musculus monoclonal hlx10 .kappa.-chain, dimer",Serplulimab,,
DB17452,Boserolimab,"Immunoglobulin G1-kappa, anti-(homo sapiens CD27 (TNFRSF7, tumor necrosis factor receptor (TNFR) superfamily member 7))",Boserolimab,,
DB17453,MK-0482,,MK-0482,,
DB17454,MK-4830,,MK-4830,,
DB17455,RO-7293583,,RO-7293583,,
DB17456,Dalpiciclib,"Cdk4/6 inhibitor shr6390 | Pyrido(2,3-d)pyrimidin-7(8h)-one, 6-acetyl-8-cyclopentyl-5-methyl-2-((5-(4-piperidinyl)-2-pyridinyl)amino)-",Dalpiciclib,,
DB17457,Inetetamab,,Inetetamab,,
DB17458,Neoantigen specific TCR-T cell therapy,,Neoantigen specific TCR-T cell therapy,,
DB17459,Therapeutic allogeneic lymphocytes,,Therapeutic allogeneic lymphocytes,,
DB17460,CD8+ enriched young tumor infiltrating lymphocytes,CD8 enriched young TIL,CD8+ enriched young tumor infiltrating lymphocytes,,
DB17461,TEL540-548,telomerase: 540-548 peptide vaccine,TEL540-548,,
DB17462,gp209-2M antigen,,gp209-2M antigen,,
DB17463,TASO-001,,TASO-001,,
DB17464,ETBX-011,,ETBX-011,,
DB17465,CD-16 NK-92 cells,"haNK | High-affinity CD16-expressing natural killer cell therapy | NK-92 [CD16.158V, ER IL-2]",CD-16 NK-92 cells,,
DB17466,UCART22,Allogeneic gene-edited CAR T cells UCART22 | Allogeneic TALEN gene-edited CAR T-Cells UCART22 | Allogenic engineered T cells expressing anti-CD22 CAR UCART22,UCART22,,
DB17467,"Interleukin-15, human recombinant",Human IL-15 | rhIL-15,"Interleukin-15, human recombinant",,
DB17468,Odetiglucan,B-glucan PGG | Imprime PGG | PGG B-glucan,Odetiglucan,,
DB17469,Disomotide,"Gp-100:209-217(210m) peptide | Gp100:209-217(210m) peptide | L-valine, l-isoleucyl-l-methionyl-l-.alpha.-aspartyl-l-glutaminyl-l-valyl-l-prolyl-l-phenylalanyl-l-seryl-",Disomotide,,
DB17470,LP-2307,LP 2307 | LP2307,LP-2307,,
DB17471,AL-034,,AL-034,,
DB17472,Pirtobrutinib,"(s)-5-amino-3-(4-((5-fluoro-2-methoxybenzamido)methyl)phenyl)-1-(1,1,1-trifluoropropan-2-yl)-1h-pyrazole-4-carboxamide | 1h-pyrazole-4-carboxamide, 5-amino-3-(4-(((5-fluoro-2-methoxybenzoyl)amino)methyl)phenyl)-1-((1s)-2,2,2-trifluoro-1-methylethyl)- | 5-amino-3-(4-((5-fluoro-2-methoxybenzamido)methyl)phenyl)-1-((2s)-1,1,1-trifluoropropan-2-yl)-1h-pyrazole-4-carboxamide",Pirtobrutinib,,
DB17473,APL-502,"Benmelstobart | gamma1 heavy chain humanized (1-446) [VH (Homo sapiens IGHV2-5*01 (78.6%) -(IGHD) -IGHJ4*01 (100%), CDR-IMGT [8.7.10] (26-33.51-57.96-105)) (1-116)-Homo sapiens IGHG1*01, G1m17,1 CH1 K120, CH3 D12, L14, G1v66 CH2 A27 (CH1 K120(213) (117-214), hinge 1-15 | Immunoglobulin G1 [264-alanine], anti-(human programmed death-ligand 1) (human-Mus musculus monoclonal CBT-502 γ1-chain), disulfide with human-Mus musculus monoclonal CBT-502 κ-chain, dimer",APL-502,,
DB17474,Exlinkibart,"Immunoglobulin G1 (de-236-glycine,267-glutamic acid,de-C-terminal lysine), anti-(human tumor necrosis factor receptor TNFRSF9) (human-mus musculus monoclonal lvgn6051 .hamma.1-chain), disulfide with human-mus musculus monoclonal lvgn6051 .kappa.-chain, dimer",Exlinkibart,,
DB17475,Incomplete Freund's adjuvant,Montanide ISA 51 | Montanide ISA 51 VG,Incomplete Freund's adjuvant,,
DB17476,KF-0210,,KF-0210,,
DB17477,Red blood cell-encapsulated L-asparaginase,asparaginase encapsulated in erythrocytes | Erythrocyte encapsulated l-asparaginase | L-asparaginase encapsulated in red blood cells | RBC-encapsulated l-asparaginase,Red blood cell-encapsulated L-asparaginase,,
DB17478,JAB-21822,,JAB-21822,,
DB17479,Barecetamab,"Immunoglobulin g1, anti-(human epidermal growth factor receptor her3) (human monoclonal isu104 .gamma.1-chain), disulfide with human monoclonal isu104 .lambda.-chain, dimer",Barecetamab,,
DB17480,Nanrilkefusp alfa,,Nanrilkefusp alfa,,
DB17481,GFH-925,,GFH-925,,
DB17482,BI-765063,,BI-765063,,
DB17483,Ezabenlimab,"Anti-pd-1 monoclonal antibody bi 754091 | Immunoglobulin g4 (228-proline), anti-(human programmed cell death protein 1) (human monoclonal bi754091 .gamma.4-chain), disulfide with human monoclonal bi754091 .kappa.-chain, dimer",Ezabenlimab,,
DB17484,BI-836880,,BI-836880,,
DB17485,CPGJ602,,CPGJ602,,
DB17486,LY-3499446,"1-(4-(7-(2-amino-7-fluoro-1,3-benzothiazol-4-yl)-6-chloro-8-fluoro-quinazolin-4-yl)piperazin-1-yl)prop-2-en-1-one | 2-propen-1-one, 1-(4-(7-2-amino-7-fluoro-4-benzothiazolyl)-6-chloro-8-fluoro-4-quinazolinyl)-1-piperazinyl)-",LY-3499446,,
DB17487,GDC-1971,,GDC-1971,,
DB17488,Divarasib,"1-((3S)-4-((7M)-7-(6-amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl)-6-chloro-8-fluoro-2-(((2S)-1-methylpyrrolidin-2-yl)methoxy)quinazolin-4-yl)-3-methylpiperazin-1-yl)prop-2-en-1-one | 2-propen-1-one, 1-((3S)-4-((7R)-7-(6-amino-4-methyl-3-(trifluoromethyl)-2-pyridinyl)-6-chloro-8-fluoro-2-(((2S)-1-methyl-2-pyrrolidinyl)methoxy)-4-quinazolinyl)-3-methyl-1-piperazinyl)-",Divarasib,,
DB17489,PF-07799933,,PF-07799933,,
DB17490,NT-219,"2-propenethioamide, 3-(2-bromo-3,4-dihydroxyphenyl)-n-((3,4,5-trihydroxyphenyl)methyl)- | 2-propenethioamide, 3-(2-bromo-3,4-dihydroxyphenyl)-n-((3,4,5-trihydroxyphenyl)methyl)-, (2e)-",NT-219,,
DB17491,CGX-1321,,CGX-1321,,
DB17492,Anselamimab,"Anselamimab | Chimeric fibril reactive monoclonal antibody 11-1F4 | IMMUNOGLOBULIN G1-KAPPA, ANTI-(HOMO SAPIENS IMMUNOGLOBULIN LIGHT CHAIN AMYLOID (AL) FIBRILS), CHIMERIC MONOCLONAL ANTIBODY (GAMMA1 HEAVY CHAIN CHIMERIC (1-441) (MUS MUSCULUS VH (IGHV2-3*01 (92.6%)-(IGHD)-IGHJ4*01 (92.9%), CDR-IMGT (8.7.5) (26-33.51-57.96 | Immunoglobulin g1, anti-(human amyloid fibril) (human-mus musculus monoclonal cael-101 .gamma.1-chain), disulfide with human-mus musculus monoclonal cael-101 .kappa.-chain, dimer",Anselamimab,,
DB17493,Bioymifi,"5-(5-((3-(4-bromophenyl)-2-imino-4-oxothiazolidin-5-ylidene)methyl)furan-2-yl)isoindoline-1,3-dione | 5-[5-[(Z)-[3-(4-bromophenyl)-2-imino-4-oxo-1,3-thiazolidin-5-ylidene]methyl]furan-2-yl]isoindole-1,3-dione",Bioymifi,,
DB17494,Iruplinalkib,Iruplinalkib,Iruplinalkib,,
DB17495,Pegenzileukin,IL-2 variant THOR-707 | Pegylated recombinant interleukin-2 THOR-707,Pegenzileukin,,
DB17496,HPV-16 trojan peptide vaccine,,HPV-16 trojan peptide vaccine,,
DB17497,Autogene cevumeran,,Autogene cevumeran,,
DB17498,NY-ESO-1 peptide vaccine,,NY-ESO-1 peptide vaccine,,
DB17499,GB1211,,GB1211,,
DB17500,Vidutolimod,"Cmp-001 component cpg-a oligodeoxynucleotide tlr9 agonist | Dna, d(g-g-g-g-g-g-g-g-g-g-g-a-c-g-a-t-c-g-t-c-g-g-g-g-g-g-g-g-g-g)",Vidutolimod,,
DB17501,DSP107,SIRPα -4-1BBL,DSP107,,
DB17502,RO7502175,,RO7502175,,
DB17503,PP-F11N lutetium Lu-177,Lutetium lu 177 pp-f11n,PP-F11N lutetium Lu-177,,
DB17504,M-701,,M-701,,
DB17505,Zimberelimab,"Anti-pd-1 monoclonal antibody gls-010 | Immunoglobulin g4(231-proline), anti-(human programmed cell death protein 1) (human monoclonal ab122 .gamma.4-chain), disulfide with human monoclonal ab122 .lambda.-chain, dimer",Zimberelimab,,
DB17506,Etrumadenant,,Etrumadenant,,
DB17507,COTI-2,"1-piperazinecarbothioic acid, 4-(2-pyridinyl)-, 2-(6,7-dihydro-8(5h)-quinolinylidene)hydrazide",COTI-2,,
DB17508,Hafnium oxide,Hafnium oxide-containing nanoparticles nbtxr3,Hafnium oxide,,
DB17509,UCPVax,,UCPVax,,
DB17510,PXS-5505,"2-buten-1-amine, 3-fluoro-4-(8-quinolinylsulfonyl)-, (2z)-",PXS-5505,,
DB17511,SB 11285,,SB 11285,,
DB17512,VB10.16,VB10.16 vaccine,VB10.16,,
DB17513,Casdozokitug,"immunoglobulin G1-kappa, anti-[IL27 (interleukin 27,IL27p28, IL27A)], Homo sapiens monoclonal antibody,gamma1 heavy chain Homo sapiens (1-456) [VH (Homo sapiens IGHV3-21*01 (95.9%) -(IGHD) -IGHJ5*02 (100%), CDR-IMGT [8.8.19] (26-33.51-58.97-115)) (1-126) | Immunoglobulin G1, anti-(human interleukin 27) (human monoclonal SRF388 γ1-chain), disulfide with human monoclonal SRF388 κ-chain, dimer",Casdozokitug,,
DB17514,Inobrodib,"(s)-1-(3,4-difluorophenyl)-6-(5-(3,5-dimethylisoxazol-4-yl)-1-((1r,4s)-4-methoxycyclohexyl)-1h-benzo(d)imidazol-2-yl)piperidin-2-one | 2-piperidinone, 1-(3,4-difluorophenyl)-6-(5-(3,5-dimethyl-4-isoxazolyl)-1-(trans-4-methoxycyclohexyl)-1h-benzimidazol-2-yl)-, (6s)- | P300/cbp bromodomain inhibitor ccs1477",Inobrodib,,
DB17515,Sirexatamab,"Anti-dkk-1 monoclonal antibody ly2812176 | Dkk1-neutralizing monoclonal antibody dkn-01 | Immunoglobulin g4 (224-proline,233-alanine,234-alanine), anti-(human dickkopf-1) (human-mus musculus monoclonal dkn-01 .gamma.4-chain), disulfide with human-mus musculus monoclonal dkn-01 .kappa.-chain, dimer",Sirexatamab,,
DB17516,BMX-001 free base,"Manganese(5+), ((2,2',2'',2'''-(21h,23h-porphine-5,10,15,20-tetrayl-.kappa.n21,.kappa.n22,.kappa.n23,.kappa.n24)tetrakis(1-(2-butoxyethyl)pyridiniumato))(2-))-, (sp-4-1)-",BMX-001 free base,,
DB17517,Retlirafusp alfa,"Immunoglobulin G4 (52-glycine, 57-phenylalanine, 227-proline, 233-alanine, 234-alanine, 446-alanine), anti-(human programmed death-ligand 1) (human-mus musculus monoclonal SHR-1316 .gamma.4-chain) fusion protein with peptide linker ((ggggs)4g) fusion protein with 20-136-type II transforming growth factor .beta. receptor (human isoform 1), disulfide with (85-glutamic acid) human-mus musculus monoclonal SHR-1316 .kappa.-chain, dimer",Retlirafusp alfa,,
DB17518,GEN-001,,GEN-001,,
DB17519,TILT-123,,TILT-123,,
DB17520,Vimseltinib,"2-(isopropylamino)-3-methyl-5-(6-methyl-5-((2-(1-methyl-1h-pyrazol-4-yl)pyridin-4-yl)oxy)pyridin-2-yl)pyrimidin-4(3h)-one | 3-methyl-2-((1-methylethyl)amino)-5-(6-methyl-5-((2-(1-methyl-1h-pyrazol-4-yl)-4-pyridinyl)oxy)-2-pyridinyl)-4(3h)-pyrimidinone | 4(3h)-pyrimidinone, 3-methyl-2-((1-methylethyl)amino)-5-(6-methyl-5-((2-(1-methyl-1h-pyrazol-4-yl)-4-pyridinyl)oxy)-2-pyridinyl)-",Vimseltinib,,
DB17521,Domatinostat,"(e)-n-(2-aminophenyl)-3-(1-((4-(1-methyl-1h-pyrazol-4-yl)phenyl)sulfonyl)-1h-pyrrol-3-yl)acrylamide | 2-propenamide, n-(2-aminophenyl)-3-(1-((4-(1-methyl-1h-pyrazol-4-yl)phenyl)sulfonyl)-1h-pyrrol-3-yl)-, (2e)- | Hdac inhibitor 4sc-202",Domatinostat,,
DB17522,Batiraxcept,AVB-S6-500 | Axl fc fusion protein avb-s6-500,Batiraxcept,,
DB17523,MRx0518,,MRx0518,,
DB17524,KHK2455,,KHK2455,,
DB17525,Zanzalintinib,XL092,Zanzalintinib,,
DB17526,XmAb24306,XmAb 24306 | XmAb-24306,XmAb24306,,
DB17527,RO7284755,RO 7284755 | RO-7284755,RO7284755,,
DB17528,ETBX-021,,ETBX-021,,
DB17529,ETBX-051,,ETBX-051,,
DB17530,ETBX-061,,ETBX-061,,
DB17531,RO7296682,RO 7296682 | RO-7296682,RO7296682,,
DB17532,GI-6207,,GI-6207,,
DB17533,GI-6301,,GI-6301,,
DB17534,TRX-518,,TRX-518,,
DB17535,RO7300490,RO 7300490 | RO-7300490,RO7300490,,
